"name","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross","type"
"croc-blanc",2018,NA,"Animation","Adventure",NA,7,"Alexandre Espigares",NA,"Raphaël Personnaz","Virginie Efira"," Dominique Pinon","Frantz Confiac",3413,85,NA,"movie"
"michiel de ruyter",2015,NA,"Action","Adventure","Biography",7,"Roel Reiné",NA,"Frank Lammers","Sanne Langelaar"," Barry Atsma","Lieke van Lexmond",9359,151,NA,"movie"
"blood brother",2018,NA,"Action","Crime","Drama",4.5,"John Pogue",NA,"Trey Songz","Jack Kesy"," China Anne McClain","Hassan Johnson",936,90,NA,"movie"
"dachra",2018,NA,"Horror",NA,NA,6.7,"Abdelhamid Bouchnak",NA,"Yassmine Dimassi","Hela Ayed"," Aziz Jebali","Bilel Slatnia",1263,114,NA,"movie"
"yeom-lyeok",2018,NA,"Action","Comedy","Fantasy",5.9,"Sang-ho Yeon",NA,"Seung-ryong Ryu","Shim Eun-kyung"," Jeong Min Park","Yu-mi Jung",5130,101,NA,"movie"
"against the ice",2021,NA,"Adventure","Drama","History",NA,"Peter Flinth",NA,"Nikolaj Coster-Waldau","Joe Cole"," Charles Dance","Ed Speleers",NA,NA,NA,"movie"
"blackpink: light up the sky",2020,NA,"Documentary","Music",NA,7.5,"Caroline Suh",NA,"Reila Post","Blackpink"," Jennie Kim","Jisoo Kim",5531,79,NA,"movie"
"el reino",2021,NA,"Crime","Drama",NA,NA,NA,NA,"Victoria Almeida","Patricio Aramburu"," Chino Darín","Nancy Dupláa",NA,NA,NA,"movie"
"the guest house",2012,NA,"Romance",NA,NA,3.6,"Michael Baumgarten",NA,"Ruth Reynolds","Madeline Merritt"," Tom McCafferty","Jake Parker",1449,82,NA,"movie"
"this film is not yet rated",2006,NA,"Documentary",NA,NA,7.5,"Kirby Dick",NA,"Kirby Dick","Kimberly Peirce"," Darren Aronofsky","Atom Egoyan",27671,98,0.3,"movie"
"happy new year",2014,NA,"Action","Comedy","Crime",5,"Farah Khan",NA,"Shah Rukh Khan","Deepika Padukone"," Abhishek Bachchan","Anupam Kher",35211,180,NA,"movie"
"hell and back",2015,NA,"Animation","Adventure","Comedy",5.4,"Tom Gianas","
Ross Shuman
","Nick Swardson","Mila Kunis"," Bob Odenkirk","T.J. Miller",4823,86,0.16,"movie"
"altered carbon: resleeved",2020,NA,"Animation","Action","Crime",6.5,"Takeru Nakajima","
Yoshiyuki Okada","Ray Chase","Doug Stone"," Kaiji Tang","Chris Conner",5301,74,NA,"movie"
"class of 83",2020,NA,"Action","Crime","Drama",5.8,"Atul Sabharwal",NA,"Bobby Deol","Anup Soni"," Joy Sengupta","Hitesh Bhojraj",5197,98,NA,"movie"
"the incredible jessica james",2017,NA,"Comedy",NA,NA,6.5,"Jim Strouse",NA,"Jessica Williams","Chris O'Dowd"," LaKeith Stanfield","Noël Wells",6808,85,NA,"movie"
"18 regali",2020,NA,"Drama",NA,NA,6.7,"Francesco Amato",NA,"Vittoria Puccini","Benedetta Porcaroli"," Edoardo Leo","Sara Lazzaro",3312,115,NA,"movie"
"nightbooks",2021,NA,"Family","Fantasy","Horror",NA,"David Yarovesky",NA,"Krysten Ritter","Lidya Jewett"," Winslow Fegley","Liam Couvion",NA,NA,NA,"movie"
"gekkan shojo nozaki-kun",2014,NA,"Animation","Comedy","Romance",7.6,NA,NA,"Yûichi Nakamura","Ari Ozawa"," Christina Marie Kelly","Ty Mahany",2870,24,NA,"movie"
"i am vengeance: retaliation",2020,NA,"Action",NA,NA,3.4,"Ross Boyask",NA,"Stu Bennett","Vinnie Jones"," Jacob Anderton","Sam Benjamin",1835,82,NA,"movie"
"street",2015,NA,"Action",NA,NA,4.6,"Bradford May",NA,"Quincy Brown","Mindy Robinson"," Mark Ryan","Kate Miner",973,85,NA,"movie"
"37 sekanzu",2019,NA,"Drama",NA,NA,7.3,"Hikari",NA,"Nanami Kawakami","Makiko Watanabe"," Mei Kayama","Shizuka Ishibashi",2345,115,NA,"movie"
"metegol",2013,NA,"Animation","Adventure","Family",6.5,"Juan José Campanella",NA,"Gabriel Almirón","Federico Cecere"," Ezequiel Cipols","Luciana Falcón",9201,106,NA,"movie"
"sikago tajagi",2017,NA,"Drama","Fantasy","Romance",8.3,NA,NA,"Yoo Ah-in","Lim Soo-jung"," Go Kyung-Pyo","Si-Yang Kwak",1385,70,NA,"movie"
"i came by",2022,NA,"Thriller",NA,NA,NA,"Babak Anvari",NA,"Kelly Macdonald","George MacKay"," Hugh Bonneville","Varada Sethu",NA,NA,NA,"movie"
"wu assassins: fistful of vengeance",NA,NA,"Action","Crime","Drama",NA,"Roel Reiné",NA,"Iko Uwais","Lewis Tan"," Jason Tobin","JuJu Chan Szeto",NA,NA,NA,"movie"
"malibu rescue",2019,NA,"Action","Comedy","Family",5.5,NA,NA,"Ricardo Hurtado","Jackie R. Jacobson"," Abby Donnelly","Alkoya Brunson",848,NA,NA,"movie"
"geomsaekeoreul ibryeokhaseyo: www",2019,NA,"Drama","Romance",NA,7.9,NA,NA,"Lim Soo-jung","Hye-jin Jeon"," Lee Da-hee","Jang Ki-Yong",833,70,NA,"movie"
"tiempo compartido",2018,NA,"Drama","Mystery","Thriller",6,"Sebastián Hofmann",NA,"Luis Gerardo Méndez","Miguel Rodarte"," RJ Mitte","Cassandra Ciangherotti",2528,96,NA,"movie"
"beats",2019,NA,"Drama",NA,NA,6.4,"Chris Robinson",NA,"Khalil Everage","Evan J. Simpson"," Ashley Jackson","Ahmad Nicholas Ferguson",4651,109,NA,"movie"
"sulla mia pelle",2018,NA,"Biography","Drama",NA,7.3,"Alessio Cremonini",NA,"Alessandro Borghi","Massimiliano Tortora"," Milvia Marigliano","Jasmine Trinca",8345,100,NA,"movie"
"choked: paisa bolta hai",2020,NA,"Drama",NA,NA,5.8,"Anurag Kashyap",NA,"Saiyami Kher","Roshan Mathew"," Amruta Subhash","Upendra Limaye",4967,114,NA,"movie"
"roku de nashi majutsu kôshi to akashic records",2017,NA,"Animation","Action","Comedy",7.1,NA,NA,"Josh Grelle","Morgan Laure"," Rachael Messer","Monica Rial",1557,24,NA,"movie"
"new kids turbo",2010,NA,"Action","Comedy",NA,6.4,"Steffen Haars","
Flip Van der Kuil
","Huub Smit","Tim Haars"," Wesley van Gaalen","Steffen Haars",15413,84,NA,"movie"
"mersal",2017,NA,"Action","Thriller",NA,7.8,"Atlee Kumar",NA,"Joseph Vijay","Nithya Menen"," S.J. Suryah","Kajal Aggarwal",30551,172,NA,"movie"
"born to raise hell",2010,NA,"Action","Crime","Thriller",4.4,"Lauro David Chartrand-DelValle",NA,"Steven Seagal","Dan Badarau"," Darren Shahlavi","D. Neil Mark",4086,98,NA,"movie"
"marco polo: one hundred eyes",2015,NA,"Action","Drama","History",7.8,"Alik Sakharov",NA,"Benedict Wong","Tom Wu"," Lorenzo Richelmy","Olivia Cheng",10146,28,NA,"movie"
"burn out",2017,NA,"Action","Crime","Thriller",6.2,"Yann Gozlan",NA,"François Civil","Olivier Rabourdin"," Manon Azem","Samuel Jouy",3275,107,NA,"movie"
"sadece sen",2014,NA,"Action","Drama","Romance",7.3,"Hakan Yonat",NA,"Belçim Bilgin","Ibrahim Celikkol"," Kerem Can","Necmi Yapici",4752,105,NA,"movie"
"against the sun",2014,NA,"Biography","Drama","War",6.5,"Brian Peter Falk",NA,"Garret Dillahunt","Tom Felton"," Jake Abel","Nadia Parra",5503,100,NA,"movie"
"zbrodnia",2014,NA,"Action","Crime",NA,6.2,NA,NA,"Magdalena Boczarska","Wojciech Cyplik"," Dorota Kolak","Joanna Kulig",558,60,NA,"movie"
"akjilkyungchal",2019,NA,"Action","Crime","Drama",6.3,"Jeong-beom Lee",NA,"Song Boo-gun","Park Hae-joon"," Philip Hersh","So-nee Jeon",1768,127,NA,"movie"
"cinema bandi",2021,NA,"Comedy","Drama",NA,8,"Praveen Kandregula",NA,"Vikas Vasistha","Sandeep Varanasi"," Rag Mayur","Trishara",2001,98,NA,"movie"
"nappily ever after",2018,NA,"Comedy","Drama","Romance",6.4,"Haifaa Al-Mansour",NA,"Sanaa Lathan","Ricky Whittle"," Lyriq Bent","Lynn Whitfield",8611,98,NA,"movie"
"neodo inganini",2018,NA,"Comedy","Drama","Romance",8,NA,NA,"Seo Kang-Joon","Gong Seung-Yeon"," Sung-ryung Kim","Lee Joon-hyuk",1802,35,NA,"movie"
"la reina de indias y el conquistador",2020,NA,"Drama","History",NA,6.7,NA,NA,"Emmanuel Esparza","Essined Aponte"," Manuel Navarro","Álvaro Benet",135,50,NA,"movie"
"shiny_flakes: the teenage drug lord",2021,NA,"Documentary","Biography","Crime",7.5,"Eva Müller","
Michael Schmitt
","Star: Maximilian Schmidt",NA,NA,NA,132,96,NA,"movie"
"widaehan yuhokja",2018,NA,"Drama","Mystery","Romance",7.2,NA,NA,"Woo Do-Hwan","Soo-Young Park"," Moon Ga-young","Min-Jae Kim",1331,32,NA,"movie"
"was it love",2020,NA,"Comedy","Drama","Romance",7.2,NA,NA,"Song Ji-Hyo","Ho Joon Son"," Jong-ho Song","Ja-Sung Koo",685,70,NA,"movie"
"michael bolton's big, sexy valentine's day special",2017,NA,"Comedy","Music","Musical",6.7,"Scott Aukerman","
Akiva Schaffer
","Michael Bolton","Sarah Shahi"," Adam Scott","Matthew Kimbrough",1993,54,NA,"movie"
"they cloned tyrone",NA,NA,"Comedy","Mystery","Sci-Fi",NA,"Juel Taylor",NA,"Jamie Foxx","Teyonah Parris"," John Boyega","Nick Arapoglou",NA,NA,NA,"movie"
"the gruffalo",2009,NA,"Animation","Family",NA,7.5,"Max Lang","
Jakob Schuh
","Helena Bonham Carter","James Corden"," Tom Wilkinson","John Hurt",6484,27,NA,"movie"
"mother: mazâ",2020,NA,"Drama","Thriller",NA,6.8,"Tatsushi Ohmori",NA,"Masami Nagasawa","Sadao Abe"," Halo Asada","Sho Gunji",2098,126,NA,"movie"
"st. agatha",2018,NA,"Horror","Thriller",NA,4.9,"Darren Lynn Bousman",NA,"Sabrina Kern","Carolyn Hennesy"," Courtney Halverson","Lindsay Seim",4873,103,NA,"movie"
"metal lords",2021,NA,"Drama","Music",NA,NA,"Peter Sollett",NA,"Jaeden Martell","Brett Gelman"," Sufe Bradshaw","Isis Hainsworth",NA,NA,NA,"movie"
"you are my home",2020,NA,"Animation","Family","Fantasy",6.5,"Amanda Raymond",NA,"Alyssa Milano","Cristián de la Fuente"," Angel Parker","Eva Ariel Binder",375,92,NA,"movie"
"lockwood & co",NA,NA,"Action","Adventure","Drama",NA,NA,NA,"",NA,NA,NA,NA,60,NA,"movie"
"advantageous",2015,NA,"Drama","Family","Sci-Fi",6.2,"Jennifer Phang",NA,"Jacqueline Kim","James Urbaniak"," Freya Adams","Ken Jeong",5140,90,NA,"movie"
"annyeong? naya!",2021,NA,"Comedy","Fantasy","Romance",7.2,NA,NA,"Kang-hee Choi","Kim Young-kwang"," Re Lee","Eum Moon Suk",344,65,NA,"movie"
"berserk: ougon jidai-hen ii - dorudorei koryaku",2012,NA,"Animation","Action","Adventure",7.8,"Toshiyuki Kubooka",NA,"Carrie Keranen","Orion Acaba"," Chris Jai Alex","G.K. Bowes",9421,95,NA,"movie"
"stalked by my doctor",2015,NA,"Thriller",NA,NA,5.5,"Doug Campbell",NA,"Eric Roberts","Brianna Joy Chomer"," Deborah Zoe","Jon Briddell",1462,88,NA,"movie"
"crímenes de familia",2020,NA,"Crime","Drama","Thriller",6.6,"Sebastián Schindel",NA,"Cecilia Roth","Miguel Ángel Solá"," Benjamín Amadeo","Sofía Gala Castiglione",3486,99,NA,"movie"
"gakusen toshi asterisk",2015,NA,"Animation","Action","Comedy",6.9,NA,NA,"Atsushi Tamaru","Ai Kakuma"," Kira Buckland","Erik Scott Kimerer",1696,23,NA,"movie"
"my perfect romance",2018,NA,"Romance",NA,NA,4.7,"Justin G. Dyck",NA,"Lauren Holly","Morgan Fairchild"," Jodie Sweetin","Christopher Russell",2737,91,NA,"movie"
"la víctima número 8",2018,NA,"Action","Adventure","Crime",7,NA,NA,"César Mateo","María de Nati"," Verónika Moral","Iñaki Ardanaz",1760,53,NA,"movie"
"born to be blue",2015,NA,"Biography","Drama","Music",6.9,"Robert Budreau",NA,"Ethan Hawke","Carmen Ejogo"," Callum Keith Rennie","Tony Nappo",8304,97,0.83,"movie"
"life itself",2014,NA,"Documentary","Biography",NA,7.8,"Steve James",NA,"Roger Ebert","Chaz Ebert"," Gene Siskel","Martin Scorsese",15182,121,0.81,"movie"
"tigertail",2020,NA,"Drama",NA,NA,6.5,"Alan Yang",NA,"Tzi Ma","Christine Ko"," Hong-Chi Lee","Queenie Yu-Hsin Fang",3301,91,NA,"movie"
"uisa yohan",2019,NA,"Drama","Mystery","Romance",8.2,NA,NA,"Seong Ji","Se-yeong Lee"," Hwang Hee","Min-a Jeong",857,35,NA,"movie"
"frozen fever",2015,NA,"Animation","Short","Adventure",6.9,"Chris Buck","
Jennifer Lee
","Kristen Bell","Idina Menzel"," Jonathan Groff","Josh Gad",14945,8,NA,"short"
"sell by",2019,NA,"Comedy","Drama","Romance",5.7,"Mike Doyle",NA,"Scott Evans","Augustus Prew"," Michelle Buteau","Colin Donnell",928,94,NA,"movie"
"super buddies",2013,NA,"Family",NA,NA,4.3,"Robert Vince",NA,"Trey Loney","John Ratzenberger"," Michael Teigen","Sam Adler",1278,81,NA,"movie"
"spivak",2018,NA,"Comedy",NA,NA,5.6,"Anthony Abrams","
Adam Larson Broder
","Michael Bacall","Maggie Lawson"," Elden Henson","Mark Webber",673,91,NA,"movie"
"maen too maen",2017,NA,"Action","Drama","Thriller",7.4,NA,NA,"Park Hae-Jin","Park Sung-woong"," Min-Jung Kim","Jason Nelson",1045,80,NA,"movie"
"adú",2020,NA,"Drama",NA,NA,6.7,"Salvador Calvo",NA,"Luis Tosar","Álvaro Cervantes"," Anna Castillo","Moustapha Oumarou",4416,119,NA,"movie"
"johan falk: gsi - gruppen för särskilda insatser",2009,NA,"Action","Crime","Thriller",6.9,"Anders Nilsson",NA,"Jakob Eklund","Joel Kinnaman"," Mikael Tornving","Meliz Karlge",3720,118,NA,"movie"
"60 il, jijeongsaengjonja",2019,NA,"Drama","Thriller",NA,8.1,NA,NA,"Jin-hee Ji","Joon-ho Huh"," Kang Han-na","Lee Joon-hyuk",910,70,NA,"movie"
"what did jack do?",2017,NA,"Short","Comedy","Crime",6.5,"David Lynch",NA,"Jack Cruz","David Lynch"," Toototabon","Emily Stofle",11306,17,NA,"short"
"henry gamble's birthday party",2015,NA,"Drama",NA,NA,6.1,"Stephen Cone",NA,"Cole Doman","Joe Keery"," Elizabeth Laidlaw","Pat Healy",2753,87,NA,"movie"
"made in china",2019,NA,"Comedy","Drama",NA,6.2,"Mikhil Musale",NA,"Rajkummar Rao","Boman Irani"," Mouni Roy","Paresh Rawal",3947,128,NA,"movie"
"2020 golden globe awards",2020,NA,"Comedy",NA,NA,7.2,"Louis J. Horvitz",NA,"Ricky Gervais","Jennifer Aniston"," Reese Witherspoon","Michael Douglas",703,134,NA,"movie"
"dolly kitty aur woh chamakte sitare",2019,NA,"Comedy","Drama",NA,5.3,"Alankrita Shrivastava",NA,"Konkona Sen Sharma","Bhumi Pednekar"," Amol Parashar","Kubbra Sait",4946,126,NA,"movie"
"aelliseu",2020,NA,"Drama","Fantasy","Mystery",7.2,NA,NA,"Kim Hee-seon","Joo Won"," Da-In Lee","Choi Wonyoung",792,70,NA,"movie"
"yeowoogakshibyeol",2018,NA,"Drama","Romance",NA,7.1,NA,NA,"Lee Jehoon","Chae Soo-bin"," Dong-geon Lee","Kim Ji-Soo",617,35,NA,"movie"
"yeolhyeolsaje",2019,NA,"Action","Comedy","Crime",8.2,NA,NA,"Nam-gil Kim","Seong-gyoon Kim"," Lee Hanee","Sung-woo Jeon",585,35,NA,"movie"
"christmas with a view",2018,NA,"Drama","Romance",NA,5.2,"Justin G. Dyck",NA,"Kaitlyn Leeb","Scott Cavalheiro"," Mark Ghanimé","Kristen Kurnik",3906,91,NA,"movie"
"gireumjin mello",2018,NA,"Comedy","Romance",NA,7.5,NA,NA,"Jun-Ho Lee","Jang Hyuk"," Ryeowon Jung","Im Won-hee",657,35,NA,"movie"
"top secret ufo projects: declassified",2021,NA,"Documentary",NA,NA,5.7,NA,NA,"Stephen Bassett","Merrill Cook"," Caroline Cory","Richard Dolan",78,NA,NA,"movie"
"walt before mickey",2015,NA,"Biography","Drama",NA,5.9,"Khoa Le",NA,"Thomas Ian Nicholas","Jon Heder"," Armando Gutierrez","David Henrie",5887,107,NA,"movie"
"sseo-ni",2011,NA,"Comedy","Drama",NA,7.8,"Hyeong-Cheol Kang",NA,"Ho-jeong Yu","Shim Eun-kyung"," Hee-kyung Jin","Min-yeong Kim",5405,124,NA,"movie"
"gekijouban fate/stay night: heaven's feel - i. presage flower",2017,NA,"Animation","Action","Drama",7.5,"Tomonori Sudô",NA,"Bryce Papenbrook","Noriaki Sugiyama"," Noriko Shitaya","Cristina Valenzuela",2147,120,NA,"movie"
"biggie: i got a story to tell",2021,NA,"Documentary","Biography","Music",6.9,"Emmett Malloy",NA,"The Notorious B.I.G.","Damion Butler"," Sean 'Diddy' Combs","Voletta Wallace",4347,97,NA,"movie"
"kyaputen hârokku",2013,NA,"Animation","Adventure","Sci-Fi",6.4,"Shinji Aramaki",NA,"Yû Aoi","Jessica Boone"," Ayano Fukuda","Arata Furuta",11876,115,NA,"movie"
"zhui bu",2017,NA,"Action","Crime","Thriller",5.2,"John Woo",NA,"Hanyu Zhang","Masaharu Fukuyama"," Stephy Qi","Ha Ji-Won",2915,106,NA,"movie"
"bac nord",2020,NA,"Crime","Thriller",NA,6.2,"Cédric Jimenez",NA,"Gilles Lellouche","François Civil"," Karim Leklou","Adèle Exarchopoulos",54,105,NA,"movie"
"le monde est à toi",2018,NA,"Comedy","Crime",NA,6.4,"Romain Gavras",NA,"Karim Leklou","Isabelle Adjani"," Vincent Cassel","Oulaya Amamra",3906,102,NA,"movie"
"hai phuong",2019,NA,"Action","Drama","Thriller",6.3,"Le-Van Kiet",NA,"Veronica Ngo","Mai Cát Vi"," Thanh Nhien Phan","Pham Anh Khoa",4265,98,0.59,"movie"
"wir sind die welle",2019,NA,"Drama",NA,NA,6.2,NA,NA,"Ludwig Simon","Luise Befort"," Michelle Barthel","Mohamed Issa",2389,50,NA,"movie"
"sarah cooper: everything's fine",2020,NA,"Comedy",NA,NA,5.6,"Natasha Lyonne",NA,"Helen Mirren","Marisa Tomei"," Maya Rudolph","Winona Ryder",1592,49,NA,"movie"
"watashi ga motete dousunda",2016,NA,"Animation","Comedy","Drama",6.6,NA,NA,"Justin Briner","Amber Lee Connors"," Orion Pitts","Alejandro Saab",919,23,NA,"movie"
"memories of a murderer: the nilsen tapes",2021,NA,"Documentary","Biography","Crime",NA,"Michael Harte",NA,NA,NA,NA,NA,NA,84,NA,"movie"
"barbie: dolphin magic",2017,NA,"Animation","Adventure","Family",5.7,"Conrad Helten",NA,"Erica Lindbeck","Shannon Chan-Kent"," Kazumi Evans","Claire Margaret Corlett",619,61,NA,"movie"
"our man flint",1966,NA,"Action","Adventure","Comedy",6.5,"Daniel Mann",NA,"James Coburn","Lee J. Cobb"," Gila Golan","Edward Mulhare",6205,108,16,"movie"
"boca a boca",2020,NA,"Drama","Mystery","Thriller",6.4,NA,NA,"Caio Horowicz","Iza Moreira"," Michel Joelsas","Denise Fraga",674,NA,NA,"movie"
"cuba and the cameraman",2017,NA,"Documentary",NA,NA,8.3,"Jon Alpert",NA,NA,NA,NA,NA,4124,113,NA,"movie"
"un-myeong-cheol-eom neol sa-rang-hae",2014,NA,"Comedy","Romance",NA,7.9,NA,NA,"Jang Hyuk","Jang Na-ra"," Choi Jin-Hyuk","Dae-chul Choi",2027,60,NA,"movie"
"soaked in bleach",2015,NA,"Documentary","Crime",NA,7.4,"Benjamin Statler",NA,"Daniel Roebuck","Sarah Scott"," August Emerson","Tyler Bryan",12398,90,NA,"movie"
"candy jar",2018,NA,"Comedy",NA,NA,5.8,"Ben Shelton",NA,"Jacob Latimore","Sami Gayle"," Tom Bergeron","Helen Hunt",4658,92,NA,"movie"
"orígenes secretos",2020,NA,"Action","Adventure","Comedy",6.1,"David Galán Galindo",NA,"Javier Rey","Verónica Echegui"," Brays Efe","Antonio Resines",5746,96,NA,"movie"
"la terre et le sang",2020,NA,"Action","Crime","Drama",4.9,"Julien Leclercq",NA,"Sami Bouajila","Eriq Ebouaney"," Samy Seghir","Sofia Lesaffre",2313,80,NA,"movie"
"sotto il sole di riccione",2020,NA,"Comedy","Drama","Romance",5.4,"Younuts",NA,"Cristiano Caccamo","Davide Calgaro"," Matteo Oscar Giuggioli","Ludovica Martino",2060,101,NA,"movie"
"gwaenchanhah, sarangiya",2014,NA,"Comedy","Drama","Romance",8.3,NA,NA,"Dong-il Sung","Kwang-Soo Lee"," Jin Kyung","Kyung-soo Do",3454,60,NA,"movie"
"chemi bednieri ojakhi",2017,NA,"Drama",NA,NA,7.4,"Nana Ekvtimishvili","
Simon Groß
","Ia Shugliashvili","Merab Ninidze"," Berta Khapava","Tsisia Qumsishvili",3482,120,NA,"movie"
"dan, hanaui sarang",2019,NA,"Comedy","Drama","Fantasy",7.8,NA,NA,"Hye-Sun Shin","Myung-Soo Kim"," Dong-geon Lee","Bo-mi Kim",1420,35,NA,"movie"
"meel patthar",2020,NA,"Drama",NA,NA,6.5,"Ivan Ayr",NA,"Mohinder Gujral","Pavitra Mattoo"," Lakshvir Saran","Suvinder Vicky",465,98,NA,"movie"
"hurricane bianca",2016,NA,"Comedy","Drama",NA,5.9,"Matt Kugelman",NA,"Roy Haylock","Lola Botha"," Grayson Thorne Kilpatrick","Willam Belli",6221,84,NA,"movie"
"wir können nicht anders",2020,NA,"Comedy","Crime","Thriller",4.8,"Detlev Buck",NA,"Kostja Ullmann","Alli Neumann"," Sascha Alexander Gersak","Sophia Thomalla",1086,105,NA,"movie"
"ku'damm 56",2016,NA,"Drama",NA,NA,7.6,NA,NA,"Sonja Gerhardt","Claudia Michelsen"," Maria Ehrich","Emilia Schüle",1863,100,NA,"movie"
"the royal treatment",NA,NA,"Romance",NA,NA,NA,"Rick Jacobson",NA,"Mena Massoud","Laura Marano"," Cameron Rhodes","Jacque Drew",NA,NA,NA,"movie"
"ni no kuni",2019,NA,"Animation","Action","Adventure",6.1,"Yoshiyuki Momose",NA,"Kento Yamazaki","Tucker Chandler"," Ray Chase","Greg Chun",2909,106,NA,"movie"
"da yu hai tang",2016,NA,"Animation","Adventure","Drama",7.1,"Xuan Liang","
Chun Zhang
","Guanlin Ji","Shangqing Su"," Timmy Xu","Shulan Pan",5365,100,NA,"movie"
"sundown",2016,NA,"Action","Adventure","Comedy",5.4,"Fernando Lebrija",NA,"Devon Werkheiser","Sean Marquette"," Silverio Palacios","Camilla Belle",2278,103,NA,"movie"
"olaf's frozen adventure",2017,NA,"Animation","Short","Adventure",5.6,"Kevin Deters","
Stevie Wermers
","Josh Gad","Idina Menzel"," Kristen Bell","Jonathan Groff",11969,22,NA,"short"
"seoreunijiman yeolilgobibmida",2018,NA,"Comedy","Romance",NA,7.9,NA,NA,"Hye-Sun Shin","Yang Se-Jong"," Ahn Hyo-Seop","Ji-won Ye",1423,35,NA,"movie"
"seven in heaven",2018,NA,"Drama","Horror","Mystery",5.3,"Chris Eigeman",NA,"Travis Tope","Haley Ramm"," Dylan Everett","Jake Manley",2522,94,NA,"movie"
"come sunday",2018,NA,"Biography","Drama",NA,6,"Joshua Marston",NA,"Chiwetel Ejiofor","Gerard Catus"," Allie McCulloch","LaKeith Stanfield",2145,106,NA,"movie"
"gojira: kaijû wakusei",2017,NA,"Animation","Action","Adventure",6,"Hiroyuki Seshita","
Kôbun Shizuno
","Mamoru Miyano","Takahiro Sakurai"," Kana Hanazawa","Tomokazu Sugita",8108,89,NA,"movie"
"break",2018,NA,"Drama",NA,NA,5.9,"Marc Fouchard",NA,"Sabrina Ouazani","Kévin Mischel"," Hassam Ghancy","Slimane Nebchi",1012,96,NA,"movie"
"bon cop, bad cop",2006,NA,"Action","Comedy","Crime",6.8,"Erik Canuel",NA,"Michel Beaudry","Patrice Bélanger"," Pierre Boudreau","Sarain Boylan",12296,117,NA,"movie"
"plagi breslau",2018,NA,"Action","Crime","Mystery",5.8,"Patryk Vega",NA,"Malgorzata Kozuchowska","Daria Widawska"," Katarzyna Bujakiewicz","Andrzej Grabowski",4401,110,NA,"movie"
"berlin calling",2008,NA,"Comedy","Drama","Music",7.2,"Hannes Stöhr",NA,"Paul Kalkbrenner","Rita Lengyel"," Corinna Harfouch","Araba Walton",13984,109,NA,"movie"
"eung-dab-hala 1994",2013,NA,"Comedy","Drama","Romance",7.8,NA,NA,"Go Ara","Woo Jung"," Yoo Yeon-Seok","Seong-gyoon Kim",1091,75,NA,"movie"
"chicago overcoat",2009,NA,"Action","Adventure","Crime",6,"Brian Caunter",NA,"Frank Vincent","Kathrine Narducci"," Mike Starr","Stacy Keach",1052,94,NA,"movie"
"isekai wa smartphone to tomo ni.",2017,NA,"Animation","Adventure","Comedy",6.6,NA,NA,"Katsumi Fukuhara","Marika Kôno"," Maaya Uchida","Nanami Yamashita",1474,24,NA,"movie"
"el hilo rojo",2016,NA,"Drama","Romance",NA,5.4,"Daniela Goggi",NA,"Eugenia Suárez","Benjamín Vicuña"," Hugo Silva","Guillermina Valdez",2371,100,NA,"movie"
"american son",2019,NA,"Drama",NA,NA,5.8,"Kenny Leon",NA,"Kerry Washington","Steven Pasquale"," Jeremy Jordan","Eugene Lee",6554,90,NA,"movie"
"savage dog",2017,NA,"Action","Drama",NA,5,"Jesse V. Johnson",NA,"Scott Adkins","Marko Zaror"," JuJu Chan Szeto","Cung Le",3041,94,NA,"movie"
