"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"altered carbon",2018,2020,"Action","Drama","Sci-Fi",8,NA,NA,"Chris Conner","Renée Elise Goldsberry"," Dichen Lachman","Will Yun Lee",149002,60,NA
"black clover",2017,2021,"Animation","Action","Adventure",8.3,NA,NA,"Dallas Reid","Cris George"," Jill Harris","Christopher Sabat",13218,24,NA
"american crime story",2016,NA,"Biography","Crime","Drama",8.4,NA,NA,"Sarah Paulson","Annaleigh Ashford"," Sterling K. Brown","Kenneth Choi",83137,42,NA
"bloodline",2015,2017,"Drama","Thriller",NA,7.9,NA,NA,"Kyle Chandler","Ben Mendelsohn"," Linda Cardellini","Sissy Spacek",46111,60,NA
"revenge",2011,2015,"Drama","Mystery","Thriller",7.8,NA,NA,"Madeleine Stowe","Emily VanCamp"," Gabriel Mann","Nick Wechsler",114932,44,NA
"z nation",2014,2018,"Action","Comedy","Drama",6.7,NA,NA,"Russell Hodgkinson","Nat Zang"," Keith Allan","Kellita Smith",34226,44,NA
"kim's convenience",2016,2021,"Comedy",NA,NA,8.2,NA,NA,"Paul Sun-Hyung Lee","Jean Yoon"," Andrea Bang","Simu Liu",12443,22,NA
"grace and frankie",2015,2021,"Comedy",NA,NA,8.3,NA,NA,"Jane Fonda","Lily Tomlin"," Sam Waterston","Martin Sheen",41520,30,NA
"love is blind",2020,NA,"Reality-TV","Romance",NA,6.1,NA,NA,"Heather Ashley Chase","Nick Lachey"," Vanessa Lachey","Kenny Barnes",5342,48,NA
"american vandal",2017,2018,"Comedy","Crime","Drama",8.2,NA,NA,"Tyler Alvarez","Griffin Gluck"," Jimmy Tatro","Travis Tope",28093,34,NA
"cheers",1982,1993,"Comedy","Drama",NA,7.9,NA,NA,"Ted Danson","Rhea Perlman"," John Ratzenberger","George Wendt",49886,22,NA
"that '70s show",1998,NA,"Comedy","Romance",NA,8,NA,NA,"Topher Grace","Laura Prepon"," Mila Kunis","Danny Masterson",157990,22,NA
"below deck mediterranean",2016,NA,"Reality-TV",NA,NA,7.3,NA,NA,"Hannah Ferrier","Sandy Yawn"," Malia White","João Franco",1327,43,NA
"sense8",2015,2018,"Drama","Mystery","Sci-Fi",8.3,NA,NA,"Bae Doona","Jamie Clayton"," Tina Desai","Tuppence Middleton",144032,60,NA
"how to become a tyrant",2021,NA,"Documentary","Biography","History",7.4,NA,NA,"Peter Dinklage","Bruce Bueno de Mesquita"," Waller Newell","Ruth Ben-Ghiat",3700,NA,NA
"dead to me",2019,NA,"Comedy","Crime","Drama",8,NA,NA,"Christina Applegate","Linda Cardellini"," Sam McCarthy","Luke Roessler",61944,30,NA
"adventure time",2010,2018,"Animation","Action","Adventure",8.6,NA,NA,"John DiMaggio","Jeremy Shada"," Tom Kenny","Hynden Walch",81525,11,NA
"my unorthodox life",2021,NA,"Reality-TV",NA,NA,5.1,NA,NA,"David Green","Batsheva Haart",NA,NA,742,NA,NA
"slasher",2016,NA,"Crime","Drama","Horror",6.7,NA,NA,"Paula Brancati","Dean McDermott"," Joanne Vannicola","Christopher Jacot",12031,60,NA
"anne",2017,2019,"Drama","Family",NA,8.7,NA,NA,"Amybeth McNulty","Geraldine James"," R.H. Thomson","Dalila Bela",43433,60,NA
"the tudors",2007,2010,"Drama","History","Romance",8.1,NA,NA,"Jonathan Rhys Meyers","Henry Cavill"," Anthony Brophy","James Frain",70514,60,NA
"pose",2018,2021,"Drama",NA,NA,8.6,NA,NA,"Michaela Jaé (MJ) Rodriguez","Dominique Jackson"," Indya Moore","Angel Bismark Curiel",23179,60,NA
"emily in paris",2020,NA,"Comedy","Drama","Romance",7,NA,NA,"Lily Collins","Philippine Leroy-Beaulieu"," Ashley Park","Lucas Bravo",55757,30,NA
"the affair",2014,2019,"Drama",NA,NA,7.9,NA,NA,"Dominic West","Ruth Wilson"," Maura Tierney","Julia Goldani Telles",42129,60,NA
"the end of the f***ing world",2017,2019,"Adventure","Comedy","Crime",8.1,NA,NA,"Jessica Barden","Alex Lawther"," Steve Oram","Christine Bottomley",157802,25,NA
"lost in space",2018,NA,"Adventure","Drama","Family",7.3,NA,NA,"Maxwell Jenkins","Molly Parker"," Toby Stephens","Taylor Russell",76255,60,NA
"wentworth",2013,2021,"Crime","Drama",NA,8.6,NA,NA,"Kate Atkinson","Katrina Milosevic"," Robbie Magasiva","Jacqueline Brennan",18080,45,NA
"after life",2019,NA,"Comedy","Drama",NA,8.4,NA,NA,"Ricky Gervais","Tom Basden"," Tony Way","Diane Morgan",91972,30,NA
"the fresh prince of bel-air",1990,1996,"Comedy",NA,NA,7.9,NA,NA,"Will Smith","James Avery"," Alfonso Ribeiro","Tatyana Ali",125167,22,NA
"bates motel",2013,2017,"Drama","Horror","Mystery",8.1,NA,NA,"Vera Farmiga","Freddie Highmore"," Max Thieriot","Nicola Peltz",100394,45,NA
"moneyball",2011,NA,"Biography","Drama","Sport",7.6,"Bennett Miller",NA,"Brad Pitt","Robin Wright"," Jonah Hill","Philip Seymour Hoffman",386263,133,75.61
"behind her eyes",2021,NA,"Drama","Mystery","Thriller",7.2,NA,NA,"Simona Brown","Eve Hewson"," Tom Bateman","Robert Aramayo",47174,298,NA
"biohackers",2020,NA,"Drama","Sci-Fi","Thriller",6.8,NA,NA,"Luna Wedler","Jessica Schwarz"," Adrian Julius Tillmann","Caro Cult",7563,44,NA
"the it crowd",2006,2013,"Comedy",NA,NA,8.5,NA,NA,"Chris O'Dowd","Richard Ayoade"," Katherine Parkinson","Matt Berry",138970,25,NA
"californication",2007,2014,"Comedy","Drama",NA,8.3,NA,NA,"David Duchovny","Natascha McElhone"," Evan Handler","Pamela Adlon",174076,28,NA
"beastars",2019,NA,"Animation","Crime","Drama",7.8,NA,NA,"Chikahiro Kobayashi","Jonah Scott"," Daman Mills","Lara Jill Miller",7429,23,NA
"3rd rock from the sun",1996,2001,"Comedy","Family","Sci-Fi",7.7,NA,NA,"John Lithgow","Jane Curtin"," Kristen Johnston","French Stewart",48780,60,NA
"big mouth",2017,NA,"Animation","Comedy","Romance",7.9,NA,NA,"Nick Kroll","John Mulaney"," Jessi Klein","Jason Mantzoukas",61304,30,NA
"snowpiercer",2013,NA,"Action","Drama","Sci-Fi",7.1,"Bong Joon Ho",NA,"Chris Evans","Jamie Bell"," Tilda Swinton","Ed Harris",335946,126,4.56
"locke & key",2020,NA,"Drama","Fantasy","Horror",7.4,NA,NA,"Darby Stanchfield","Connor Jessup"," Emilia Jones","Jackson Robert Scott",47717,48,NA
"travelers",2016,2018,"Drama","Mystery","Sci-Fi",8.1,NA,NA,"Eric McCormack","MacKenzie Porter"," Nesta Cooper","Jared Abrahamson",49197,45,NA
"black lightning",2017,2021,"Action","Drama","Sci-Fi",6.1,NA,NA,"Cress Williams","Nafessa Williams"," Christine Adams","Marvin 'Krondon' Jones III",23354,43,NA
"chesapeake shores",2016,NA,"Drama","Family",NA,7.5,NA,NA,"Jesse Metcalfe","Meghan Ory"," Barbara Niven","Laci J Mailey",5407,42,NA
"chilling adventures of sabrina",2018,2020,"Drama","Fantasy","Horror",7.5,NA,NA,"Kiernan Shipka","Ross Lynch"," Lucy Davis","Chance Perdomo",82557,60,NA
"marcella",2016,NA,"Crime","Drama","Mystery",7.4,NA,NA,"Anna Friel","Ray Panthaki"," Jack Doolan","Jamie Bamber",26485,45,NA
"freaks and geeks",1999,2000,"Comedy","Drama",NA,8.7,NA,NA,"Linda Cardellini","John Francis Daley"," James Franco","Samm Levine",133607,44,NA
"izombie",2015,2019,"Comedy","Crime","Drama",7.8,NA,NA,"Rose McIver","Malcolm Goodwin"," Rahul Kohli","Robert Buckley",62258,42,NA
"poldark",2015,2019,"Drama","History","Romance",8.3,NA,NA,"Aidan Turner","Eleanor Tomlinson"," Jack Farthing","Beatie Edney",27588,60,NA
"beauty and the beast",2017,NA,"Family","Fantasy","Musical",7.1,"Bill Condon",NA,"Emma Watson","Dan Stevens"," Luke Evans","Josh Gad",284484,129,504.01
"penny dreadful",2014,2016,"Drama","Fantasy","Horror",8.2,NA,NA,"Josh Hartnett","Timothy Dalton"," Eva Green","Reeve Carney",115055,60,NA
"unbelievable",2019,NA,"Crime","Drama",NA,8.4,NA,NA,"Kaitlyn Dever","Toni Collette"," Merritt Wever","Blake Ellis",81658,385,NA
"fate: the winx saga",2021,NA,"Action","Adventure","Drama",6.9,NA,NA,"Freddie Thorp","Sadie Soverall"," Theo Graham","Abigail Cowen",30827,NA,NA
"feel good",2020,2021,"Comedy","Drama","Romance",7.5,NA,NA,"Mae Martin","Charlotte Ritchie"," Phil Burgers","Jack Barry",7949,30,NA
"bodyguard",2018,NA,"Crime","Drama","Thriller",8.1,NA,NA,"Richard Madden","Sophie Rundle"," Vincent Franklin","Ash Tandon",103187,60,NA
"the legend of korra",2012,2014,"Animation","Action","Adventure",8.4,NA,NA,"Janet Varney","P.J. Byrne"," David Faustino","J.K. Simmons",109581,23,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",7.9,NA,NA,"Aimee Carrero","Marcus Scribner"," Karen Fukuhara","AJ Michalka",11967,30,NA
"scorpion",2014,2018,"Action","Crime","Drama",7.1,NA,NA,"Elyes Gabel","Katharine McPhee"," Eddie Kaye Thomas","Jadyn Wong",48387,43,NA
"derry girls",2018,NA,"Comedy",NA,NA,8.4,NA,NA,"Saoirse-Monica Jackson","Louisa Harland"," Nicola Coughlan","Jamie-Lee O'Donnell",24293,30,NA
"ratched",2020,NA,"Crime","Drama","Mystery",7.3,NA,NA,"Sarah Paulson","Finn Wittrock"," Cynthia Nixon","Judy Davis",44914,NA,NA
"annihilation",2018,NA,"Adventure","Drama","Horror",6.8,"Alex Garland",NA,"Natalie Portman","Jennifer Jason Leigh"," Tessa Thompson","Benedict Wong",293459,115,32.73
"fractured",2019,NA,"Mystery","Thriller",NA,6.4,"Brad Anderson",NA,"Sam Worthington","Lily Rabe"," Lucy Capri","Adjoa Andoh",62113,99,NA
"godless",2017,NA,"Drama","Western",NA,8.3,NA,NA,"Jack O'Connell","Michelle Dockery"," Scoot McNairy","Merritt Wever",56997,452,NA
"the haunting of bly manor",2020,NA,"Drama","Horror","Mystery",7.4,NA,NA,"Victoria Pedretti","Oliver Jackson-Cohen"," Amelia Eve","T'Nia Miller",77872,494,NA
"charlie's angels",2019,NA,"Action","Adventure","Comedy",4.8,"Elizabeth Banks",NA,"Kristen Stewart","Naomi Scott"," Ella Balinska","Elizabeth Banks",62393,118,NA
"love",2016,2018,"Comedy","Drama","Romance",7.7,NA,NA,"Gillian Jacobs","Paul Rust"," Claudia O'Doherty","Mike Mitchell",39010,50,NA
"centaurworld",2021,NA,"Animation","Adventure","Comedy",7.5,NA,NA,"Kimiko Glenn","Megan Hilty"," Parvesh Cheena","Chris Diamantopoulos",207,25,NA
"the ranch",2016,2020,"Comedy","Drama","Western",7.5,NA,NA,"Ashton Kutcher","Sam Elliott"," Grady Lee Richmond","Elisha Cuthbert",35091,30,NA
"shooter",2016,2018,"Action","Drama",NA,7.5,NA,NA,"Ryan Phillippe","Shantel VanSanten"," Cynthia Addai-Robinson","Omar Epps",33000,60,NA
"zoo",2015,2017,"Drama","Mystery","Sci-Fi",6.7,NA,NA,"James Wolk","Kristen Connolly"," Nonso Anozie","Billy Burke",23095,42,NA
"the snowman",2017,NA,"Crime","Drama","Thriller",5.1,"Tomas Alfredson",NA,"Michael Fassbender","Rebecca Ferguson"," Charlotte Gainsbourg","Jonas Karlsson",60354,119,6.67
"nashville",2012,2018,"Drama","Music","Romance",7.7,NA,NA,"Hayden Panettiere","Clare Bowen"," Charles Esten","Jonathan Jackson",23735,43,NA
"halston",2021,NA,"Biography","Drama",NA,7.5,NA,NA,"Ewan McGregor","Rebecca Dayan"," David Pittu","Krysta Rodriguez",10460,240,NA
"castle rock",2018,2019,"Drama","Fantasy","Horror",7.6,NA,NA,"Bill Skarsgård","André Holland"," Lizzy Caplan","Melanie Lynskey",40731,60,NA
"misfits",2009,2013,"Comedy","Drama","Fantasy",8.2,NA,NA,"Nathan Stewart-Jarrett","Joe Gilgun"," Iwan Rheon","Lauren Socha",95735,60,NA
"fantasy island",2020,NA,"Action","Adventure","Fantasy",4.9,"Jeff Wadlow",NA,"Michael Peña","Maggie Q"," Lucy Hale","Austin Stowell",41744,109,NA
"doc martin",2004,NA,"Comedy","Drama","Romance",8.3,NA,NA,"Martin Clunes","Caroline Catz"," Ian McNeice","Joe Absolom",13580,46,NA
"homefront",2013,NA,"Action","Crime","Thriller",6.5,"Gary Fleder",NA,"Jason Statham","James Franco"," Winona Ryder","Kate Bosworth",113476,100,20.16
"trailer park boys",2001,2018,"Comedy","Crime",NA,8.5,NA,NA,"John Paul Tremblay","Robb Wells"," Mike Smith","John Dunsworth",38861,30,NA
"full house",1987,1995,"Comedy","Drama","Family",6.7,NA,NA,"Bob Saget","John Stamos"," Dave Coulier","Candace Cameron Bure",54419,22,NA
"the oa",2016,2019,"Drama","Fantasy","Mystery",7.8,NA,NA,"Brit Marling","Jason Isaacs"," Scott Wilson","Alice Krige",94862,60,NA
"will & grace",1998,2020,"Comedy","Romance",NA,7.2,NA,NA,"Eric McCormack","Debra Messing"," Megan Mullally","Sean Hayes",52269,22,NA
"glow",2017,2019,"Comedy","Drama","Sport",8,NA,NA,"Alison Brie","Marc Maron"," Betty Gilpin","Britt Baron",42221,35,NA
"wet hot american summer: ten years later",2017,NA,"Comedy",NA,NA,6.9,NA,NA,"Nina Hellman","Marguerite Moreau"," Zak Orth","Michael Showalter",7784,216,NA
"when they see us",2019,NA,"Biography","Crime","Drama",8.9,NA,NA,"Asante Blackk","Caleel Harris"," Ethan Herisse","Marquis Rodriguez",102201,296,NA
"22 july",2018,NA,"Crime","Drama","History",6.8,"Paul Greengrass",NA,"Anders Danielsen Lie","Jonas Strand Gravli"," Jon Øigarden","Maria Bock",30905,143,NA
"when calls the heart",2014,NA,"Drama","Family","Romance",8.1,NA,NA,"Erin Krakow","Martin Cummins"," Pascale Hutton","Jack Wagner",11306,43,NA
"a series of unfortunate events",2017,2019,"Adventure","Comedy","Drama",7.8,NA,NA,"Neil Patrick Harris","Patrick Warburton"," Malina Weissman","Louis Hynes",55753,50,NA
"rupaul's drag race all stars",2012,NA,"Game-Show","Reality-TV",NA,8.5,NA,NA,"RuPaul","Michelle Visage"," Carson Kressley","Ross Mathews",6644,60,NA
"sophie: a murder in west cork",2021,NA,"Documentary","Crime","History",6.9,NA,NA,"Ian Bailey","Barry Roche"," Eugene Gilligan","Bertrand Bouniol",3235,164,NA
"madam secretary",2014,2019,"Drama",NA,NA,7.6,NA,NA,"Téa Leoni","Tim Daly"," Erich Bergen","Zeljko Ivanek",20755,45,NA
"the alienist",2018,2020,"Crime","Drama","Mystery",7.7,NA,NA,"Daniel Brühl","Dakota Fanning"," Luke Evans","Robert Wisdom",48646,60,NA
"hell's kitchen",2005,NA,"Game-Show","Reality-TV",NA,7.1,NA,NA,"Gordon Ramsay","Jean Philippe Susilovic"," Scott Leibfried","Jason Thompson",19419,42,NA
"the politician",2019,NA,"Comedy","Drama",NA,7.5,NA,NA,"Ben Platt","Zoey Deutch"," Lucy Boynton","Julia Schlaepfer",19735,42,NA
"marco polo",2014,2016,"Adventure","Drama","History",8,NA,NA,"Lorenzo Richelmy","Benedict Wong"," Joan Chen","Remy Hii",67083,60,NA
"tattoo redo",2021,NA,"Reality-TV",NA,NA,5.6,NA,NA,"Matt Beckerich","Rose Hardy"," Miryam Lumpini","Tommy Montoya",232,NA,NA
"shameless",2004,2013,"Comedy","Crime","Drama",8,NA,NA,"David Threlfall","Rebecca Atkinson"," Alice Barry","Nicky Evans",15630,90,NA
"top gear",2002,NA,"Adventure","Comedy","Reality-TV",8.6,NA,NA,"Jeremy Clarkson","Richard Hammond"," James May","The Stig",111345,60,NA
"sweet magnolias",2020,NA,"Drama","Romance",NA,7.4,NA,NA,"JoAnna Garcia Swisher","Brooke Elliott"," Heather Headley","Anneliese Judge",10096,NA,NA
"the bureau of magical things",2018,NA,"Family","Fantasy","Mystery",6.8,NA,NA,"Kimie Tsukakoshi","Elizabeth Cullen"," Mia Milnes","Julian Cullen",1349,25,NA
"russian doll",2019,NA,"Adventure","Comedy","Drama",7.9,NA,NA,"Natasha Lyonne","Charlie Barnett"," Sharlto Copley","Annie Murphy",72588,30,NA
"maniac",2018,NA,"Comedy","Drama","Sci-Fi",7.8,NA,NA,"Jonah Hill","Emma Stone"," Sonoya Mizuno","Justin Theroux",69384,386,NA
"moonlight",2016,NA,"Drama",NA,NA,7.4,"Barry Jenkins",NA,"Mahershala Ali","Naomie Harris"," Trevante Rhodes","Alex R. Hibbert",285273,111,27.85
"final space",2018,NA,"Animation","Action","Adventure",8.3,NA,NA,"Fred Armisen","Tom Kenny"," Olan Rogers","Tika Sumpter",36443,30,NA
"into the badlands",2015,2019,"Action","Adventure","Drama",8,NA,NA,"Daniel Wu","Orla Brady"," Emily Beecham","Aramis Knight",43147,42,NA
"firefly lane",2021,NA,"Drama","Romance",NA,7.4,NA,NA,"Katherine Heigl","Sarah Chalke"," Ben Lawson","Ali Skovbye",16674,NA,NA
"manhunt",2017,NA,"Biography","Crime","Drama",8.1,NA,NA,"Gethin Anthony","Arliss Howard"," Kelly Jenrette","Cameron Britton",54164,60,NA
"kingdom",2014,2017,"Drama",NA,NA,8.5,NA,NA,"Frank Grillo","Kiele Sanchez"," Matt Lauria","Jonathan Tucker",16565,43,NA
"wet hot american summer: first day of camp",2015,NA,"Comedy",NA,NA,7.4,NA,NA,"Marguerite Moreau","Zak Orth"," Paul Rudd","Michael Showalter",22906,30,NA
"rebecca",2020,NA,"Drama","Mystery","Romance",6,"Ben Wheatley",NA,"Lily James","Armie Hammer"," Kristin Scott Thomas","Keeley Hawes",35836,123,NA
"master of none",2015,NA,"Comedy","Drama",NA,8.3,NA,NA,"Aziz Ansari","Eric Wareheim"," Lena Waithe","Noël Wells",70472,30,NA
"the stranger",2020,NA,"Crime","Drama","Mystery",7.3,NA,NA,"Richard Armitage","Shaun Dooley"," Siobhan Finneran","Jacob Dudman",38697,363,NA
"contact",1997,NA,"Drama","Mystery","Sci-Fi",7.5,"Robert Zemeckis",NA,"Jodie Foster","Matthew McConaughey"," Tom Skerritt","John Hurt",261289,150,100.92
"top boy",2011,NA,"Crime","Drama","Thriller",8.4,NA,NA,"Ashley Walters","Kano"," Shone Romulus","Micheal Ward",14832,60,NA
"climax",2018,NA,"Drama","Horror","Music",7,"Gaspar Noé",NA,"Sofia Boutella","Romain Guillermic"," Souheila Yacoub","Kiddy Smile",58051,97,0.8
"the real housewives of beverly hills",2010,NA,"Reality-TV",NA,NA,5.1,NA,NA,"Kyle Richards","Adrienne Maloof"," Camille Grammer","Lisa Vanderpump",5326,44,NA
"another life",2019,NA,"Adventure","Drama","Mystery",5,NA,NA,"Katee Sackhoff","JayR Tinaco"," Elizabeth Faith Ludlow","Blu Hunt",25983,43,NA
"crazy ex-girlfriend",2015,2019,"Comedy","Musical",NA,7.8,NA,NA,"Rachel Bloom","Donna Lynne Champlin"," Vincent Rodriguez III","Pete Gardner",17902,42,NA
"fuller house",2016,2020,"Comedy","Family",NA,6.7,NA,NA,"Candace Cameron Bure","Jodie Sweetin"," Andrea Barber","Michael Campion",25578,30,NA
"rosemary's baby",1968,NA,"Drama","Horror",NA,8,"Roman Polanski",NA,"Mia Farrow","John Cassavetes"," Ruth Gordon","Sidney Blackmer",201472,137,NA
"below deck",2013,NA,"Reality-TV",NA,NA,7.3,NA,NA,"Lee Rosbach","Kate Chastain"," Eddie Lucas","Ben Robinson",2222,43,NA
"h2o: just add water",2006,2010,"Drama","Family","Fantasy",7.2,NA,NA,"Cariba Heine","Phoebe Tonkin"," Angus McLaren","Burgess Abernethy",13458,23,NA
"colony",2016,2018,"Action","Adventure","Drama",7.4,NA,NA,"Josh Holloway","Sarah Wayne Callies"," Peter Jacobson","Tory Kittles",32620,42,NA
"deep",2021,NA,"Drama","Mystery","Sci-Fi",4.9,"Sita Likitvanichkul","
Jetarin Ratanaserikiat","Panisara Rikulsurakan","Kay Lertsittichai"," Supanaree Sutavijitvong","Krit Jeerapattananuwong",738,101,NA
"from dusk till dawn: the series",2014,2016,"Action","Crime","Fantasy",6.9,NA,NA,"D.J. Cotrona","Zane Holtz"," Jesse Garcia","Eiza González",19559,45,NA
"alice in borderland",2020,NA,"Action","Fantasy","Mystery",7.7,NA,NA,"Kento Yamazaki","Tao Tsuchiya"," Nijirô Murakami","Keita Machida",22347,50,NA
"planet of the apes",1968,NA,"Adventure","Sci-Fi",NA,8,"Franklin J. Schaffner",NA,"Charlton Heston","Roddy McDowall"," Kim Hunter","Maurice Evans",170681,112,33.4
"ash vs evil dead",2015,2018,"Action","Comedy","Horror",8.4,NA,NA,"Bruce Campbell","Ray Santiago"," Dana DeLorenzo","Lucy Lawless",67180,30,NA
"fruits basket",2019,2021,"Animation","Comedy","Drama",8.6,NA,NA,"Manaka Iwami","Laura Bailey"," Nobunaga Shimazaki","Eric Vale",3549,24,NA
"cursed",2020,NA,"Adventure","Drama","Fantasy",5.9,NA,NA,"Katherine Langford","Devon Terrell"," Gustaf Skarsgård","Daniel Sharman",25954,60,NA
"henry danger",2014,2020,"Action","Comedy","Family",5.7,NA,NA,"Jace Norman","Cooper Barnes"," Riele Downs","Sean Ryan Fox",3933,30,NA
"under the dome",2013,2015,"Drama","Mystery","Sci-Fi",6.6,NA,NA,"Mike Vogel","Rachelle Lefevre"," Alexander Koch","Colin Ford",102725,43,NA
"space force",2020,NA,"Comedy",NA,NA,6.7,NA,NA,"Steve Carell","John Malkovich"," Ben Schwartz","Diana Silvers",49116,30,NA
"timeless",2016,2018,"Action","Adventure","Drama",7.7,NA,NA,"Abigail Spencer","Matt Lanter"," Malcolm Barrett","Paterson Joseph",38791,60,NA
"sweet home",2020,NA,"Drama","Fantasy","Horror",7.4,NA,NA,"Song Kang","Lee Jin-Wook"," Lee Si-young","Lee Do-Hyun",12428,52,NA
"warrior nun",2020,NA,"Action","Drama","Fantasy",6.9,NA,NA,"Alba Baptista","Toya Turner"," Kristina Tonteri-Young","Lorena Andrea",24525,NA,NA
"the irregulars",2021,NA,"Crime","Drama","Fantasy",5.9,NA,NA,"McKell David","Thaddea Graham"," Jojo Macari","Harrison Osterfield",12624,NA,NA
"party of five",1994,2000,"Drama","Family",NA,6.8,NA,NA,"Matthew Fox","Scott Wolf"," Neve Campbell","Lacey Chabert",9709,60,NA
"lilyhammer",2012,2014,"Comedy","Crime","Drama",8,NA,NA,"Steven Van Zandt","Trond Fausa"," Steinar Sagen","Marian Saastad Ottesen",27587,45,NA
"frontier",2016,2018,"Adventure","Drama","History",7.2,NA,NA,"Jason Momoa","Landon Liboiron"," Zoe Boyle","Greg Bryk",18202,60,NA
"safe",2018,NA,"Crime","Drama","Mystery",7.3,NA,NA,"Michael C. Hall","Amy James-Kelly"," Amanda Abbington","Freddie Thorp",34984,356,NA
"the firm",1993,NA,"Drama","Mystery","Thriller",6.8,"Sydney Pollack",NA,"Tom Cruise","Jeanne Tripplehorn"," Gene Hackman","Hal Holbrook",124972,154,158.35
"fauda",2015,NA,"Action","Drama","Thriller",8.2,NA,NA,"Lior Raz","Itzik Cohen"," Neta Garty","Rona-Lee Shim'on",21689,60,NA
"the last dance",2020,NA,"Documentary","Biography","History",9.1,NA,NA,"Phil Jackson","Michael Jordan"," David Aldridge","Scottie Pippen",93041,491,NA
"death wish",2018,NA,"Action","Crime","Drama",6.3,"Eli Roth",NA,"Bruce Willis","Vincent D'Onofrio"," Elisabeth Shue","Camila Morrone",68094,107,34.02
"unknown",2011,NA,"Action","Mystery","Thriller",6.8,"Jaume Collet-Serra",NA,"Liam Neeson","Diane Kruger"," January Jones","Aidan Quinn",253999,113,63.69
"somos.",2021,NA,"Crime","Drama","History",7.2,NA,NA,"Kerry Ardra","Everardo Arzate"," Iliana Donatlán","Arelí González",726,55,NA
"unorthodox",2020,NA,"Drama",NA,NA,8,NA,NA,"Shira Haas","Amit Rahav"," Jeff Wilbusch","Alex Reid",65121,53,NA
"the society",2019,NA,"Drama","Mystery","Sci-Fi",7.1,NA,NA,"Kathryn Newton","Gideon Adlon"," Sean Berdy","Natasha Liu Bordizzo",23081,58,NA
"12 monkeys",2015,2018,"Adventure","Drama","Mystery",7.7,NA,NA,"Aaron Stanford","Amanda Schull"," Noah Bean","Barbara Sukowa",42021,42,NA
